ROW ID,TYPE,TYPE SORT RANK,WEIGHT CLASS,WEIGHT CLASS SORT RANK,CATEGORY,CAT SORT RANK,SUB CATEGORY,SUB CAT SORT RANK,PRODUCT PAGE ID,PRODUCT PAGE NAME,SUB DESCRIPTION,PART,FRAME,PART LEVEL DESCRIPTION,WIDTH,CAPACITY,TEETH / TINE QTY,EST WEIGHT (LBS.),CUTTING EDGE,Make 1,Make 2,Make 3,Make 4,Make 5,Make 6,Make 7,Make 8,Make 9,Make 10,Make 11,Make 12,Make 13,Make 14,Make 15,Make 16,Make 17,Make 18,Make 19,Make 20,Make 21,Make 22,Make 23,Make 24,Make 25,Make 26,Make 27,Make 28,Make 29,Make 30,Make 31
1,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,12111R2,111R2,HD Bucket,"12""",3.125 CU FT,3,385,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
2,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1249R2,49R2,HD Bucket,"12""",3.950 CU FT,3,365,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
3,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1255R2,55R2,HD Hi-Cap Bucket,"12""",5.125 CU FT,3,375,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
4,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,12580R2,580R2,HD Bucket,"12""",3.950 CU FT,3,340,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
5,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,12581R2,581R2,HD Hi-Cap Bucket,"12""",5.125 CU FT,3,350,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
6,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,16111R2,111R2,HD Bucket,"16""",4.625 CU FT,4,415,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
7,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1633WR2,33WR2,HD Bucket,"16""",7.300 CU FT,3,675,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
8,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1649R2,49R2,HD Bucket,"16""",4.900 CU FT,4,420,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
9,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1655R2,55R2,HD Hi-Cap Bucket,"16""",6.500 CU FT,4,430,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
10,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,16580R2,580R2,HD Bucket,"16""",4.900 CU FT,4,395,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
11,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,16581R2,581R2,HD Hi-Cap Bucket,"16""",6.500 CU FT,4,405,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
12,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,18111R2,111R2,HD Bucket,"18""",5.375 CU FT,4,440,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
13,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1833WR2,33WR2,HD Bucket,"18""",8.10 CU FT,3,700,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
14,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1849R2,49R2,HD Bucket,"18""",5.650 CU FT,4,445,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
15,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,1855R2,55R2,HD Hi-Cap Bucket,"18""",8.000 CU FT,4,455,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
16,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,18580R2,580R2,HD Bucket,"18""",5.650 CU FT,4,420,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
17,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,18581R2,581R2,HD Hi-Cap Bucket,"18""",8.000 CU FT,4,430,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
18,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,20111R2,111R2,HD Bucket,"20""",6.125 CU FT,4,470,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
19,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2033WR2,33WR2,HD Bucket,"20""",9.530 CU FT,3,750,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
20,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2049R2,49R2,HD Bucket,"20""",6.350 CU FT,4,470,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
21,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2055R2,55R2,HD Hi-Cap Bucket,"20""",8.375 CU FT,4,480,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
22,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,20580R2,580R2,HD Bucket,"20""",6.350 CU FT,4,445,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
23,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,20581R2,581R2,HD Hi-Cap Bucket,"20""",8.375 CU FT,4,455,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
24,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,24111R2,111R2,HD Bucket,"24""",7.000 CU FT,5,515,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
25,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2433WR2,33WR2,HD Bucket,"24""",12.400 CU FT,4,750,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
26,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2449R2,49R2,HD Bucket,"24""",7.850 CU FT,5,525,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
27,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,2455R2,55R2,HD Hi-Cap Bucket,"24""",10.250 CU FT,5,535,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
28,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,24580R2,580R2,HD Bucket,"24""",7.850 CU FT,5,500,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
29,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,24581R2,581R2,HD Hi-Cap Bucket,"24""",10.250 CU FT,5,510,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
30,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,30111R2,111R2,HD Bucket,"30""",10.130 CU FT,5,590,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
31,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3033WR2,33WR2,HD Bucket,"30""",15.900 CU FT,4,925,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
32,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3049R2,49R2,HD Bucket,"30""",10.000 CU FT,5,600,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
33,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3055R2,55R2,HD Hi-Cap Bucket,"30""",12.500 CU FT,5,610,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
34,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,30580R2,580R2,HD Bucket,"30""",10.000 CU FT,5,575,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
35,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,30581R2,581R2,HD Hi-Cap Bucket,"30""",12.500 CU FT,5,585,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
36,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,36111R2,111R2,HD Bucket,"36""",12.630 CU FT,6,650,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
37,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3633WR2,33WR2,HD Bucket,"36""",19.400 CU FT,5,1025,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
38,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3649R2,49R2,HD Bucket,"36""",12.000 CU FT,6,680,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
39,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,3655R2,55R2,HD Hi-Cap Bucket,"36""",15.750 CU FT,6,690,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
40,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,36580R2,580R2,HD Bucket,"36""",12.000 CU FT,6,635,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
41,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,36581R2,581R2,HD Hi-Cap Bucket,"36""",15.750 CU FT,6,645,1,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
42,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,4233WR2,33WR2,HD Bucket,"42""",23.200 CU FT,6,1125,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
43,Rubber Tire,1,Rubber Tire,18,Buckets,1,Heavy Duty,1-A1,1,Rubber Tire Heavy Duty Buckets,Rubber Tire Heavy Duty Buckets,4833WR2,33WR2,HD Bucket,"48""",27.300 CU FT,6,1225,1.25,Case,Caterpillar,Fermac,Ford,JCB,John Deere,Kobelco,New Holland,Terex,Volvo,,,,,,,,,,,,,,,,,,,,,
180,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Couplers,2,Powertilt,2-A4,6,Powertilt Couplers,Powertilt Couplers,PTA-050-DW05,,Powertilt Deere Wedge,,,,185,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
181,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Couplers,2,Powertilt,2-A4,6,Powertilt Couplers,Powertilt Couplers,PTA-070-DW25,,Powertilt Deere Wedge,,,,325,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
182,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Couplers,2,Powertilt,2-A4,6,Powertilt Couplers,Powertilt Couplers,PTA-070-DW25,,Powertilt Deere Wedge,,,,325,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
247,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Thumbs,3,Main Pin Hydraulic,3-A3,9,Main Pin Hydraulic Thumbs,Main Pin Hydraulic Thumbs,HT04,,Main Pin HYDraulic Thumb,,,2 FINGERS,140,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
248,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Thumbs,3,Main Pin Hydraulic,3-A3,9,Main Pin Hydraulic Thumbs,Main Pin Hydraulic Thumbs,HT05,,Main Pin HYDraulic Thumb,,,2 FINGERS,160,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
249,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Thumbs,3,Main Pin Hydraulic,3-A3,9,Main Pin Hydraulic Thumbs,Main Pin Hydraulic Thumbs,HT25,,Main Pin HYDraulic Thumb,,,2 FINGERS,230,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
250,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Thumbs,3,Main Pin Hydraulic,3-A3,9,Main Pin Hydraulic Thumbs,Main Pin Hydraulic Thumbs,HT25,,Main Pin HYDraulic Thumb,,,2 FINGERS,230,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
273,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Rippers,4,,,10,Single Shank Rippers,Single Shank Rippers,05RIP,,Wedge Ripper,"0.75""",,1,200,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
274,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Rippers,4,,,10,Single Shank Rippers,Single Shank Rippers,05RIP,,Wedge Ripper,"0.75""",,1,200,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
275,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Rippers,4,,,10,Single Shank Rippers,Single Shank Rippers,49RIP,,Wedge Ripper,"1.00""",,1,390,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
303,Deere/Hitachi Wedge,3,"2,500 - 4,000 Lbs",2,Top Mounts,5,,,11,Top Mounts,Top Mounts,UTM04,,Wedge No Holes Univ. Top Mount,,,,85,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
304,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Top Mounts,5,,,11,Top Mounts,Top Mounts,UTM05,,Wedge No Holes Univ. Top Mount,,,,85,,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
368,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3005TTB,05TTB,Wedge Tilting Ditch Bucket,"30""",0.180 CU YD,INC BOLT ON EDGE,428,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
369,Deere/Hitachi Wedge,3,"4,000 - 8,000 Lbs",3,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3605TTB,05TTB,Wedge Tilting Ditch Bucket,"36""",0.220 CU YD,INC BOLT ON EDGE,487,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
370,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3005TTB,05TTB,Wedge Tilting Ditch Bucket,"30""",0.180 CU YD,INC BOLT ON EDGE,428,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
371,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3605TTB,05TTB,Wedge Tilting Ditch Bucket,"36""",0.220 CU YD,INC BOLT ON EDGE,487,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
372,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4205TTB,05TTB,Wedge Tilting Ditch Bucket,"42""",0.260 CU YD,INC BOLT ON EDGE,536,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
373,Deere/Hitachi Wedge,3,"8,000 - 12,000 Lbs",4,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4805TTB,05TTB,Wedge Tilting Ditch Bucket,"48""",0.300 CU YD,INC BOLT ON EDGE,585,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
374,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3005TTB,05TTB,Wedge Tilting Ditch Bucket,"30""",0.180 CU YD,INC BOLT ON EDGE,428,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
375,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,3605TTB,05TTB,Wedge Tilting Ditch Bucket,"36""",0.220 CU YD,INC BOLT ON EDGE,487,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
376,Deere/Hitachi Wedge,3,"12,000 - 14,000 Lbs",5,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4205TTB,05TTB,Wedge Tilting Ditch Bucket,"42""",0.260 CU YD,INC BOLT ON EDGE,536,1,Hitachi,John Deere,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
