ROW ID,TYPE,TYPE SORT RANK,WEIGHT CLASS,WEIGHT CLASS SORT RANK,CATEGORY,CAT SORT RANK,SUB CATEGORY,SUB CAT SORT RANK,PRODUCT PAGE ID,PRODUCT PAGE NAME,SUB DESCRIPTION,PART,FRAME,PART LEVEL DESCRIPTION,WIDTH,CAPACITY,TEETH / TINE QTY,EST WEIGHT (LBS.),CUTTING EDGE,Make 1,Make 2,Make 3,Make 4,Make 5,Make 6,Make 7,Make 8,Make 9,Make 10,Make 11,Make 12,Make 13,Make 14,Make 15,Make 16,Make 17,Make 18,Make 19,Make 20,Make 21,Make 22,Make 23,Make 24,Make 25,Make 26,Make 27,Make 28,Make 29,Make 30,Make 31
841,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,42100SB,,Shaping Blade,"42""",,,732,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
842,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,48100SB,,Shaping Blade,"48""",,,844,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
843,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,54100SB,,Shaping Blade,"54""",,,957,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
844,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,60100SB,,Shaping Blade,"60""",,,1050,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
845,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,72100SB,,Shaping Blade,"72""",,,1144,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
846,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,48110SB,,Shaping Blade,"48""",,,1125,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
847,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,54110SB,,Shaping Blade,"54""",,,1200,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
848,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,60110SB,,Shaping Blade,"60""",,,1275,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
849,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,72110SB,,Shaping Blade,"72""",,,1350,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
850,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,84110SB,,Shaping Blade,"84""",,,1425,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
851,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,48110SB,,Shaping Blade,"48""",,,1125,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
852,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,54110SB,,Shaping Blade,"54""",,,1200,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
853,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,60110SB,,Shaping Blade,"60""",,,1275,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
854,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,72110SB,,Shaping Blade,"72""",,,1350,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
855,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,84110SB,,Shaping Blade,"84""",,,1425,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,,,,,,,,,,,,,,,,,,,,,Wacker-Neuson,Yanmar
1198,Excavator,5,"24,000 - 33,000 Lbs",9,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT120,,Quick Link Main Pin HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,1050,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1199,Excavator,5,"33,000 - 40,000 Lbs",10,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT150,,Quick Link Main Pin HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,1150,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1200,Excavator,5,"40,000 - 45,000 Lbs",11,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT200,,Quick Link Main Pin HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,1250,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1201,Excavator,5,"45,000 - 60,000 Lbs",12,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT230,,Quick Link Main Pin HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,1550,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1202,Excavator,5,"65,000 - 80,000 Lbs",13,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT330,,Quick Link Main Pin HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,2100,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1203,Excavator,5,"80,000 - 120,000 Lbs",14,Thumbs,3,Quick Link Hydraulic,3-A4,30,Quick Link Main Pin Hyd Thumb Thumbs,Quick Link Main Pin Hyd Thumb Thumbs,QLHT450,,Quick Link HYDraulic Thumb,,,*VARIES BASED ON BUCKET*,2500,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1208,Excavator,5,"24,000 - 33,000 Lbs",9,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,15120SSR,,Saber Tooth Stump Ripper,"15""",,,750,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1209,Excavator,5,"33,000 - 40,000 Lbs",10,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,18200SSR,,Saber Tooth Stump Ripper,"18""",,,1100,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1210,Excavator,5,"40,000 - 45,000 Lbs",11,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,18200SSR,,Saber Tooth Stump Ripper,"18""",,,1100,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1211,Excavator,5,"45,000 - 60,000 Lbs",12,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,22230SSR,,Saber Tooth Stump Ripper,"22""",,,1400,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1212,Excavator,5,"65,000 - 80,000 Lbs",13,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,24330SSR,,Saber Tooth Stump Ripper,"24""",,,1850,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1213,Excavator,5,"80,000 - 120,000 Lbs",14,Specialty,6,Stump Ripper,6-A6,31,Stump Rippers,Stump Rippers,26450SSR,,Saber Tooth Stump Ripper,"26""",,,2250,,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1214,Excavator,5,"20,000 - 24,000 Lbs",8,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,16100X2,100X2,HD Bucket,"16""",0.300 CU YD,3,800,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1215,Excavator,5,"20,000 - 24,000 Lbs",8,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,18100X2,100X2,HD Bucket,"18""",0.340 CU YD,3,825,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1216,Excavator,5,"20,000 - 24,000 Lbs",8,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24100X2,100X2,HD Bucket,"24""",0.480 CU YD,4,975,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1217,Excavator,5,"20,000 - 24,000 Lbs",8,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30100X2,100X2,HD Bucket,"30""",0.610 CU YD,4,1075,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1218,Excavator,5,"20,000 - 24,000 Lbs",8,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36100X2,100X2,HD Bucket,"36""",0.750 CU YD,5,1250,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1219,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,18120X2,120X2,HD Bucket,"18""",0.410 CU YD,3,850,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1220,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24120X2,120X2,HD Bucket,"24""",0.570 CU YD,4,1050,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1221,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30120X2,120X2,HD Bucket,"30""",0.730 CU YD,4,1190,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1222,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36120X2,120X2,HD Bucket,"36""",0.890 CU YD,5,1350,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1223,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,42120X2,120X2,HD Bucket,"42""",1.000 CU YD,5,1490,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1224,Excavator,5,"24,000 - 33,000 Lbs",9,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,48120X2,120X2,HD Bucket,"48""",1.200 CU YD,6,1650,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1225,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,18150X2,150X2,HD Bucket,"18""",0.500 CU YD,3,1060,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1226,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,20150X2,150X2,HD Bucket,"20""",0.595 CU YD,3,1160,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1227,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24150X2,150X2,HD Bucket,"24""",0.680 CU YD,4,1260,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1228,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30150X2,150X2,HD Bucket,"30""",0.850 CU YD,4,1360,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1229,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36150X2,150X2,HD Bucket,"36""",1.000 CU YD,5,1460,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1230,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,42150X2,150X2,HD Bucket,"42""",1.200 CU YD,5,1560,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1231,Excavator,5,"33,000 - 40,000 Lbs",10,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,48150X2,150X2,HD Bucket,"48""",1.350 CU YD,6,1670,1.25,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1232,Excavator,5,"40,000 - 45,000 Lbs",11,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,20200X2,200X2,HD Bucket,"20""",0.700 CU YD,3,1410,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1233,Excavator,5,"40,000 - 45,000 Lbs",11,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24200X2,200X2,HD Bucket,"24""",0.800 CU YD,3,1510,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1234,Excavator,5,"40,000 - 45,000 Lbs",11,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30200X2,200X2,HD Bucket,"30""",1.000 CU YD,4,1590,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1235,Excavator,5,"40,000 - 45,000 Lbs",11,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36200X2,200X2,HD Bucket,"36""",1.200 CU YD,5,1790,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
1236,Excavator,5,"40,000 - 45,000 Lbs",11,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,42200X2,200X2,HD Bucket,"42""",1.400 CU YD,5,2100,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,Wacker-Neuson,Yanmar
