ROW ID,TYPE,TYPE SORT RANK,WEIGHT CLASS,WEIGHT CLASS SORT RANK,CATEGORY,CAT SORT RANK,SUB CATEGORY,SUB CAT SORT RANK,PRODUCT PAGE ID,PRODUCT PAGE NAME,SUB DESCRIPTION,PART#,FRAME,PART LEVEL DESCRIPTION,WIDTH,CAPACITY,TEETH / TINE QTY,EST WEIGHT (LBS.),CUTTING EDGE,Make 1,Make 2,Make 3,Make 4,Make 5,Make 6,Make 7,Make 8,Make 9,Make 10,Make 11,Make 12,Make 13,Make 14,Make 15,Make 16,Make 17,Make 18,Make 19,Make 20,Make 21,Make 22,Make 23,Make 24,Make 25,Make 26,Make 27,Make 28,Make 29,Make 30,Make 31
1258,Excavator,5,"45,000 - 60,000 Lbs",12,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,60231X2,231X2,HD Bucket,"60""",2.250 CU YD,6,3685,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1259,Excavator,5,"45,000 - 60,000 Lbs",12,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,60235H2,235H2,HD Hi-Cap Bucket,"60""",2.650 CU YD,7,3880,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1260,Excavator,5,"45,000 - 60,000 Lbs",12,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,66235H2,235H2,HD Hi-Cap Bucket,"66""",2.850 CU YD,7,4120,1.5,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1261,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24330X2,330X2,HD Bucket,"24""",1.000 CU YD,3,2530,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1262,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24450H2,450H2,HD Hi-Cap Bucket,"24""",1.250 CU YD,3,2750,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1263,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30330X2,330X2,HD Bucket,"30""",1.250 CU YD,3,2730,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1264,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30450H2,450H2,HD Hi-Cap Bucket,"30""",1.500 CU YD,3,3180,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1265,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36330X2,330X2,HD Bucket,"36""",1.500 CU YD,4,3150,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1266,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,36450H2,450H2,HD Hi-Cap Bucket,"36""",1.775 CU YD,4,3540,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1267,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,42330X2,330X2,HD Bucket,"42""",1.800 CU YD,4,3275,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1268,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,42450H2,450H2,HD Hi-Cap Bucket,"42""",2.075 CU YD,4,3860,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1269,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,48330X2,330X2,HD Bucket,"48""",2.100 CU YD,5,3640,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1270,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,48450H2,450H2,HD Hi-Cap Bucket,"48""",2.400 CU YD,5,4300,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1271,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,54330X2,330X2,HD Bucket,"54""",2.380 CU YD,5,3730,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1272,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,54450H2,450H2,HD Hi-Cap Bucket,"54""",2.750 CU YD,5,4400,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1273,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,60330X2,330X2,HD Bucket,"60""",2.650 CU YD,6,4070,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1274,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,60450H2,450H2,HD Hi-Cap Bucket,"60""",3.125 CU YD,6,4540,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1275,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,66330X2,330X2,HD Bucket,"66""",2.850 CU YD,6,4350,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1276,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,66450H2,450H2,HD Hi-Cap Bucket,"66""",3.375 CU YD,6,4750,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1277,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,72330X2,330X2,HD Bucket,"72""",3.045 CU YD,7,4580,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1278,Excavator,5,"65,000 - 80,000 Lbs",13,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,72450H2,450H2,HD Hi-Cap Bucket,"72""",3.600 CU YD,7,5720,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1279,Excavator,5,"80,000 - 120,000 Lbs",14,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,24450X2,450X2,HD Bucket,"24""",1.250 CU YD,3,2750,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1280,Excavator,5,"80,000 - 120,000 Lbs",14,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30450X2,450X2,HD Bucket,"30""",1.500 CU YD,3,3180,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1281,Excavator,5,"80,000 - 120,000 Lbs",14,Buckets,1,Heavy Duty,1-A1,32,Excavator Heavy Duty Buckets,Excavator Heavy Duty Buckets,30500H2,500H2,HD Hi-Cap Bucket,"30""",1.750 CU YD,3,3350,2,Bobcat,Case,Caterpillar,Daewoo,Doosan,Dresser,Drott,Fiat Allis,Gehl,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
