ROW ID,TYPE,TYPE SORT RANK,WEIGHT CLASS,WEIGHT CLASS SORT RANK,CATEGORY,CAT SORT RANK,SUB CATEGORY,SUB CAT SORT RANK,PRODUCT PAGE ID,PRODUCT PAGE NAME,SUB DESCRIPTION,PART#,FRAME,PART LEVEL DESCRIPTION,WIDTH,CAPACITY,TEETH / TINE QTY,EST WEIGHT (LBS.),CUTTING EDGE,Make 1,Make 2,Make 3,Make 4,Make 5,Make 6,Make 7,Make 8,Make 9,Make 10,Make 11,Make 12,Make 13,Make 14,Make 15,Make 16,Make 17,Make 18,Make 19,Make 20,Make 21,Make 22,Make 23,Make 24,Make 25,Make 26,Make 27,Make 28,Make 29,Make 30,Make 31
339,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,SD Ripper,6-A1,12,SD Ripper Buckets,SD Ripper Buckets,1830Q5,30Q5,QC SD Ripper Bucket,"18""",6.200 CU FT,4,500,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
340,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,SD Ripper,6-A1,12,SD Ripper Buckets,SD Ripper Buckets,2430Q5,30Q5,QC SD Ripper Bucket,"24""",8.500 CU FT,5,560,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
341,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,SD Ripper,6-A1,12,SD Ripper Buckets,SD Ripper Buckets,3030Q5,30Q5,QC SD Ripper Bucket,"30""",11.000 CU FT,5,680,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
342,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,SD Ripper,6-A1,12,SD Ripper Buckets,SD Ripper Buckets,3630Q5,30Q5,QC SD Ripper Bucket,"36""",12.500 CU FT,6,725,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
345,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Railroad,6-A3,13,Railroad Cribbing Buckets,Railroad Cribbing Buckets,0830RR2,30RR2,QC HD Bucket,"8""",,2,350,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
388,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4225TTB,25TTB,QC Tilting Ditch Bucket,"42""",0.330 CU YD,INC BOLT ON EDGE,758,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
389,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,4825TTB,25TTB,QC Tilting Ditch Bucket,"48""",0.380 CU YD,INC BOLT ON EDGE,792,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
390,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Tilt Bucket,6-A4,14,Tilting Ditch Buckets,Tilting Ditch Buckets,5425TTB,25TTB,QC Tilting Ditch Bucket,"54""",0.430 CU YD,INC BOLT ON EDGE,863,1,TAG,,,,,,,,,IHI,JCB,John Deere,Kobelco,Komatsu,Kubota,Link-Belt,Liugong,Mitsubishi,Mustang,Nagano,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Vermeer,Volvo,,
431,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,2449PVR,49PVR,QC Pavement Removal Attachment,"24""",,,610,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3049PVR,49PVR,QC Pavement Removal Attachment,"30""",,,650,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Pavement Removal,6-A7,15,Pavement Removal Buckets,Pavement Removal Buckets,3649PVR,49PVR,QC Pavement Removal Attachment,"36""",,,720,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1230Q4,30Q4,QC SD Coral Rock Bucket,"12""",,4,415,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1630Q4,30Q4,QC SD Coral Rock Bucket,"16""",,5,470,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,1830Q4,30Q4,QC SD Coral Rock Bucket,"18""",,6,495,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2030Q4,30Q4,QC SD Coral Rock Bucket,"20""",,6,520,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,2430Q4,30Q4,QC SD Coral Rock Bucket,"24""",,8,575,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3030Q4,30Q4,QC SD Coral Rock Bucket,"30""",,9,650,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Coral Rock,6-A8,16,Coral Rock Buckets,Coral Rock Buckets,3630Q4,30Q4,QC SD Coral Rock Bucket,"36""",,11,730,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,V Bottom Rock,6-A9,17,V Bottom Rock Buckets,V Bottom Rock Buckets,1230VB,30VB,QC V Bottom Rock Bucket,"12""",3.930 CU YD,3,315,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,V Bottom Rock,6-A9,17,V Bottom Rock Buckets,V Bottom Rock Buckets,1630VB,30VB,QC V Bottom Rock Bucket,"16""",4.990 CU YD,3,340,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,V Bottom Rock,6-A9,17,V Bottom Rock Buckets,V Bottom Rock Buckets,1830VB,30VB,QC V Bottom Rock Bucket,"18""",5.730 CU YD,5,375,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,V Bottom Rock,6-A9,17,V Bottom Rock Buckets,V Bottom Rock Buckets,2430VB,30VB,QC V Bottom Rock Bucket,"24""",7.860 CU YD,5,445,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Rake,6-Aa3,18,Rakes,Rakes,2449R,,QC HD Grapple Rake,"24""",,5 TINES,420,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3H,,QC 2X3 HYD Grapple,,,2x3,1155,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-2x3S,,QC 2X3 Stiff Arm Grapple,,,2x3,1155,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4H,,QC 3X4 HYD Grapple,,,3x4,1330,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Grapple,6-Aa4,19,Grapples,Grapples,50G-3x4S,,QC 3X4 Stiff Arm Grapple,,,3x4,1330,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4250SB,,QC Shaping Blade,"42""",,,559,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,4850SB,,QC Shaping Blade,"48""",,,638,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,5450SB,,QC Shaping Blade,"54""",,,713,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Shaping Blade,6-Aa5,20,Shaping Blades,Shaping Blades,6050SB,,QC Shaping Blade,"60""",,,773,,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3013Q2,13Q2,QC HD Bellhole Bucket,"30""",0.485 CU YD,5,578,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,QC30,4,"14,000 - 16,000 Lbs",6,Specialty,6,Bellhole,6-A2,24,Bellhole Buckets,Bellhole Buckets,3613Q2,13Q2,QC HD Bellhole Bucket,"36""",0.500 CU YD,6,599,1,TAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1230Q2,30Q2,QC HD Bucket,"12""",4.250 CU FT,3,300,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1058,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1230WRQ2,30WRQ2,QC HD Bucket,"12""",4.250 CU FT,3,300,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1059,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1232Q2,32Q2,QC HD Bucket,"12""",4.350 CU FT,3,320,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1060,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1630Q2,30Q2,QC HD Bucket,"16""",5.400 CU FT,4,325,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1061,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1630WRQ2,30WRQ2,QC HD Bucket,"16""",5.400 CU FT,4,325,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1062,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1632Q2,32Q2,QC HD Bucket,"16""",5.450 CU FT,4,345,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1063,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1830Q2,30Q2,QC HD Bucket,"18""",6.200 CU FT,4,360,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1064,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1830WRQ2,30WRQ2,QC HD Bucket,"18""",6.200 CU FT,4,360,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1065,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,1832Q2,32Q2,QC HD Bucket,"18""",6.980 CU FT,4,380,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1066,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2030Q2,30Q2,QC HD Bucket,"20""",6.850 CU FT,4,390,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1067,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2030WRQ2,30WRQ2,QC HD Bucket,"20""",6.850 CU FT,4,390,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1068,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2032Q2,32Q2,QC HD Bucket,"20""",8.000 CU FT,4,410,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1069,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2430Q2,30Q2,QC HD Bucket,"24""",8.500 CU FT,5,430,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1070,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2430WRQ2,30WRQ2,QC HD Bucket,"24""",8.500 CU FT,5,430,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1071,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,2432Q2,32Q2,QC HD Bucket,"24""",9.250 CU FT,5,450,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1072,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3030Q2,30Q2,QC HD Bucket,"30""",11.000 CU FT,5,480,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1073,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3030WRQ2,30WRQ2,QC HD Bucket,"30""",11.000 CU FT,5,480,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1074,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3032Q2,32Q2,QC HD Bucket,"30""",11.500 CU FT,5,500,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1075,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3630Q2,30Q2,QC HD Bucket,"36""",12.500 CU FT,6,530,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1076,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3630WRQ2,30WRQ2,QC HD Bucket,"36""",12.500 CU FT,6,530,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1077,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Heavy Duty,1-A1,27,TAG QC Heavy Duty Buckets,TAG QC Heavy Duty Buckets,3632Q2,32Q2,QC HD Bucket,"36""",13.750 CU FT,6,550,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
1136,QC30,4,"14,000 - 16,000 Lbs",6,Buckets,1,Ditch Cleaning,1-A3,28,TAG QC Ditch Cleaning Buckets,TAG QC Ditch Cleaning Buckets,3631QD,31QD,QC Ditch Bucket,"36""",11.500 CU FT,INC BOLT ON EDGE,415,1,TAG,,,,,,,,,Halla,Hitachi,Hyundai,JCB,John Deere,Kobelco,Komatsu,Liebherr,Link-Belt,Liugong,Mitsubishi,Mustang,New Holland,Samsung,Sany,Schaeff,Sumitomo,Takeuchi,Terex,Volvo,,
